#ID;S1;S2;S3;S4
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._CCBAU_051011;25;21;19;46
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_sp._N3;25;15;20;127
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|s__Rhodospirillaceae_bacterium_H5569;25;21;11;17
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseobacter|s__Roseobacter_denitrificans;25;11;42;82
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|n__Burkholderia_cepacia_complex|s__Burkholderia_cepacia;25;24;17;37
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._YI23;25;30;11;55
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea|s__Pandoraea_norimbergensis;25;19;17;46
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Myxococcales|n__Cystobacterineae|f__Cystobacteraceae|g__Archangium|s__Archangium_gephyra;25;19;54;84
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_1386|s__Bacillus_coagulans;25;16;25;117
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_sp._WCH70;25;10;11;20
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|s__Solibacillus_silvestris;25;25;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_cellulositrophicus;25;14;15;29
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Tumebacillus|s__Tumebacillus_sp._THMBR28;25;27;27;116
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria;25;26;18;67
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum;25;6;14;25
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|s__Heliorestis_convulata;25;15;22;33
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|s__Pectinatus_frisingensis;25;11;20;33
n__root|n__cellular_organisms|d__Bacteria_2|c__Deinococci|f__Thermaceae|g__Thermus|s__Thermus_sp._4C;25;6;13;9
n__root|n__cellular_organisms|d__Bacteria_2|c__Deinococci|g__Deinococcus|s__Deinococcus_ficus;25;22;16;76
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|s__Gillisia_sp._Hel1_33_143;25;12;26;23
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_luteus;25;17;18;27
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_agilis;25;11;16;45
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|s__Luteipulveratus_mongoliensis;25;15;13;40
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_cookii;25;13;22;49
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_litorale;25;18;11;52
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sp._SCSIO_3032;25;32;23;70
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis|n__Bifidobacterium_animalis_subsp._animalis;25;7;8;14
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|n__Mesorhizobium_amorphae_CCNWGS0123;24;8;11;24
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|n__Mesorhizobium_australicum_WSM2073;24;11;11;52
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|n__Mesorhizobium_opportunistum_WSM2075;24;20;18;40
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|n__Sphingomonas_sanxanigenens_DSM_19645_=_NX02;24;14;21;32
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium_aromaticivorans|n__Novosphingobium_aromaticivorans_DSM_12444;24;13;14;53
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans|n__Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774;24;33;19;72
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|g__Bdellovibrio|n__Bdellovibrio_exovorus_JSS;24;6;7;20
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|n__Lactobacillus_amylophilus_DSM_20533_=_JCM_1125;24;9;12;14
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|n__Blautia_hansenii_DSM_20583;24;9;15;20
n__root|n__cellular_organisms|d__Bacteria_2|c__Deinococci|f__Thermaceae|g__Thermus|s__Thermus_thermophilus|n__Thermus_thermophilus_HB8;24;14;8;4
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|n__Zunongwangia_profunda_SM-A87;24;3;20;24
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|f__Sphingobacteriaceae|g__Pedobacter|n__Pedobacter_heparinus_DSM_2366;24;8;13;24
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Cytophagales|f__Cyclobacteriaceae|n__Belliella_baltica_DSM_15883;24;9;24;20
n__root|n__cellular_organisms|d__Bacteria_2|p__Chloroflexi|c__Thermomicrobia|n__Sphaerobacter_thermophilus_DSM_20745;24;18;32;66
n__root|n__cellular_organisms|d__Bacteria_2|c__Thermotogae_188708|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|n__Thermotoga_profunda_AZM34c06;24;6;9;17
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Geodermatophilaceae|n__Geodermatophilus_obscurus_DSM_43160;24;29;19;73
n__root|n__cellular_organisms|d__Bacteria_2|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|n__Treponema_succinifaciens_DSM_2489;24;11;10;12
n__root|n__cellular_organisms|d__Archaea|p__Thaumarchaeota;24;1;14;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum;24;15;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Nitrospirae|f__Nitrospiraceae|g__Leptospirillum;24;10;14;18
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Cytophagales|f__Cytophagaceae|g__Adhaeribacter;24;12;16;18
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|n__Oscillatoriophycideae|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp._A15-127;24;27;15;74
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|n__Acinetobacter_calcoaceticus/baumannii_complex|s__Acinetobacter_baumannii;24;11;33;53
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_syringae_group|s__Pseudomonas_sp._Lz4W;24;6;18;14
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._R84;24;13;3;27
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Pasteurellaceae|g__Mannheimia|s__Mannheimia_haemolytica;24;10;14;22
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|n__Rhizobium/Agrobacterium_group|g__Rhizobium|s__Rhizobium_grahamii;24;11;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|n__Sinorhizobium/Ensifer_group|g__Sinorhizobium|s__Sinorhizobium_meliloti;24;22;42;140
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_cloacae;24;15;12;19
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_segnis;24;11;15;23
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_sp._APG3;24;22;29;83
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_citrulli;24;8;21;20
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_boronicumulans;24;13;19;41
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|n__Burkholderiales_Genera_incertae_sedis|g__Thiomonas|s__Thiomonas_arsenitoxydans;24;18;10;27
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Sulfurimonas|s__Sulfurimonas_paralvinellae;24;6;26;16
n__root|n__cellular_organisms|d__Bacteria_2|c__Deinococci|f__Thermaceae|g__Thermus|s__Thermus_sp._WG;24;9;12;13
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sputigena;24;17;17;53
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|g__Formosa|s__Formosa_sp._Hel1_33_131;24;17;20;66
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|g__Gramella|s__Gramella_echinicola;24;5;7;22
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_roseus;24;11;15;10
n__root|n__cellular_organisms|d__Bacteria_2|c__Thermotogae_188708|o__Thermotogales|s__Thermotogales_bacterium_NAS-01;24;14;39;29
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_palustris;24;8;17;15
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|s__Corynebacterium_sp._NML98-0116;24;5;16;7
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Pseudonocardiaceae|s__Kibdelosporangium_phytohabitans;24;11;46;146
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_gilvosporeus;24;10;11;44
n__root|n__cellular_organisms|d__Bacteria_2|p__Tenericutes|c__Mollicutes|f__Acholeplasmataceae|g__Acholeplasma|s__Acholeplasma_hippikon;24;11;13;10
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|n__Oscillatoriophycideae|o__Chroococcales|n__Dactylococcopsis_salina_PCC_8305;23;10;14;42
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|n__Oscillatoriophycideae|o__Chroococcales|g__Cyanobium|n__Cyanobium_gracile_PCC_6307;23;12;16;33
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_knackmussii|n__Pseudomonas_knackmussii_B13;23;8;10;27
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseobacter|n__Roseobacter_litoralis_Och_149;23;16;14;29
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|g__Polaribacter|n__unclassified_Polaribacter;23;6;14;21
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|s__Tannerella_forsythia|n__Tannerella_forsythia_KS16;23;22;5;13
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Micromonosporaceae|g__Actinoplanes|n__Actinoplanes_teichomyceticus_ATCC_31121;23;24;27;52
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Propionibacteriales|f__Nocardioidaceae|g__Kribbella|n__Kribbella_flavida_DSM_17836;23;18;28;76
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|o__Acidimicrobiales|n__Acidimicrobium_ferrooxidans_DSM_10331;23;32;29;87
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae;23;10;18;59
n__root|n__cellular_organisms|d__Bacteria_2|p__Acidobacteria|c__Acidobacteriia|f__Acidobacteriaceae;23;10;19;15
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Dyella;23;9;16;48
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Pasteurellaceae|g__Mannheimia;23;5;6;9
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax;23;13;37;46
n__root|s__Plodia_interpunctella_granulovirus;23;27;14;75
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|n__Oscillatoriophycideae|o__Oscillatoriales|s__Pseudanabaena_sp._ABRG5-3;23;8;10;16
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Hydrogenovibrio|s__Hydrogenovibrio_marinus;23;15;11;41
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_fergusonii;23;24;9;14
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia|s__Serratia_symbiotica;23;19;14;45
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_benthica;23;21;23;43
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parasuis;23;3;8;13
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._CCBAU_53363;23;16;13;30
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_phyllosphaerae;23;20;36;55
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_aceti;23;10;9;10
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae|s__Glycocaulis_sp._6B-8;23;12;21;49
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_huttiense;23;21;29;60
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_difficilis;23;13;11;16
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_antarcticus;23;4;8;11
n__root|n__cellular_organisms|d__Bacteria_2|c__Deinococci|g__Deinococcus|s__Deinococcus_puniceus;23;5;9;17
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_lactis;23;12;15;12
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|f__Chitinophagaceae|s__Niastella_sp._Gsoil_221;23;14;21;24
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum;23;14;21;25
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_gallinarum;23;7;18;28
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_mageritense;23;8;20;79
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_seoulense;23;13;4;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|n__Mycobacterium_chelonae_group|s__Mycobacterium_abscessus;23;8;20;17
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Streptomycetaceae|g__Streptomyces|n__Streptomyces_cacaoi_subsp._asoensis;23;32;24;86
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|n__Oscillatoriophycideae|o__Chroococcales|n__Acaryochloris_marina_MBIC11017;22;11;17;19
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|n__unclassified_Enterobacteriaceae_(miscellaneous);22;6;3;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|s__Rhodopseudomonas_palustris|n__Rhodopseudomonas_palustris_BisB18;22;8;19;23
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|s__Rhodopseudomonas_palustris|n__Rhodopseudomonas_palustris_HaA2;22;10;30;39
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia_acidovorans|n__Delftia_acidovorans_SPH-1;22;17;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus_necator|n__Cupriavidus_necator_N-1;22;13;5;17
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus_taiwanensis|n__Cupriavidus_taiwanensis_STM_6070;22;11;11;20
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Alicyclobacillus|n__Alicyclobacillus_acidocaldarius_subsp._acidocaldarius|n__Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_DSM_446;22;1;10;13
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis|g__Thermoanaerobacterium|n__Thermoanaerobacterium_xylanolyticum_LX-11;22;11;13;15
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfitobacterium|n__Desulfitobacterium_dehalogenans_ATCC_51507;22;16;22;99
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|n__[Clostridium]_clariflavum_DSM_19732;22;11;16;22
n__root|n__cellular_organisms|d__Bacteria_2|p__Acidobacteria|c__Acidobacteriia|f__Acidobacteriaceae|g__Granulicella|n__Granulicella_mallensis_MP5ACTX8;22;19;15;42
n__root|n__cellular_organisms|d__Bacteria_2|o__Aquificales|n__Thermosulfidibacter_takaii_ABI70S6;22;4;22;21
