#ID;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_xerosis;0;224;0;0;0;0;0;0;0;0;4;76;3;1;0;0;0;0;1;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._AN_28-1;88;24;3;2;0;0;1;0;0;1;101;74;2;1;1;0;0;0;0;1;2;11
d__Bacteria_2|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Desulfoglaeba|s__Desulfoglaeba_alkanexedens;1;200;2;4;1260;1791;2588;2954;0;1;1;71;1;7;1136;1362;404;2356;1;3;2;26
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis;28;105;38;16;5;14;16;24;13;38;20;68;59;18;4;3;3;9;18;14;0;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._LMG_28158;37;71;46;25;0;0;0;0;15;5;40;67;64;50;0;0;0;0;30;11;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._R76;108;81;7;0;0;0;0;0;0;0;175;64;5;3;0;0;0;0;0;3;27;4
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._58S1;27;64;34;32;0;0;0;0;7;9;40;63;47;29;0;0;0;0;16;10;482;63
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_sp._SYK-6;14;46;54;38;1;0;0;0;13;8;32;62;56;37;0;0;0;0;11;14;0;17
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._S35;140;80;0;0;0;0;0;0;0;0;179;61;0;0;0;0;0;0;0;5;20;1
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa;20;57;75;5;24;41;25;24;73;111;26;58;21;27;28;19;9;21;108;137;3111;2588
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_selenitireducens;24;34;20;13;1;1;0;0;8;16;31;58;27;28;1;0;0;0;14;6;1;20
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._ORS_278;26;84;42;16;0;0;0;0;21;14;34;55;44;28;0;0;0;0;17;14;50;69
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis;13;44;135;76;0;0;1;1;4;6;14;55;132;180;1;0;0;0;3;4;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Tsukamurellaceae|g__Tsukamurella|s__Tsukamurella_paurometabola;24;65;58;31;0;0;0;0;23;15;28;53;72;24;0;0;0;0;28;13;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._LMTR_21;19;56;42;23;0;0;0;0;12;10;44;52;35;27;1;0;1;0;14;12;182;22
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._7-2;13;34;32;12;0;0;0;0;5;8;17;52;21;19;0;0;0;1;7;4;477;121
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_multivorans;27;40;30;19;0;0;1;0;11;6;21;52;26;20;0;0;0;0;20;8;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._phDV1;4;7;8;0;20;29;13;12;5;5;2;50;15;3;13;23;2;18;4;4;5;4
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_populi;41;54;47;28;0;0;0;0;14;17;43;49;49;35;0;0;0;0;19;24;70;1601
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_thermoglucosidasius;5;34;96;9;0;0;0;1;21;9;10;49;59;7;0;1;0;0;13;7;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Nitrobacter|s__Nitrobacter_hamburgensis;34;95;39;32;1;0;0;0;16;7;25;48;58;26;0;0;0;1;25;10;69;147
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus_metallidurans;22;46;54;19;2;1;0;1;93;89;29;48;61;16;2;1;0;0;118;130;4;113
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_dentisani;0;29;2;4;0;0;9;1;0;1;1;48;2;2;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Rothia_32207|s__Rothia_dentocariosa;98;130;15;23;2;4;250;3;60;5;140;48;19;23;1;3;10;13;44;11;0;299
d__Viruses|o__Caudovirales|f__Siphoviridae|s__Propionibacterium_phage_P100_A;10;38;37;19;1;0;12;1;12;5;15;47;27;19;0;0;0;0;13;9;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_junii;35;57;10;15;1;7;2;2;4;11;54;46;24;23;8;5;1;4;4;11;9;60
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._oral_taxon_431;1;34;16;13;1;2;42;1;12;0;2;46;26;6;0;2;6;0;4;3;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus;1;65;159;66;6;1;54;3;8;11;3;46;242;27;0;1;3;0;2;4;1;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp._KC8;19;43;34;18;0;0;1;0;17;3;21;45;36;31;0;0;0;0;22;5;10;35
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_orientalis;91;36;2;2;0;1;0;0;5;0;121;44;4;1;0;0;0;0;0;2;89;115
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Oligotropha|s__Oligotropha_carboxidovorans;18;42;39;38;0;0;0;0;4;13;32;44;28;30;0;0;0;0;17;10;299;341
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus;17;42;70;28;14;4;43;1;13;20;21;44;106;20;3;10;3;0;38;30;16;3
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius;7;16;17;1;0;0;25;2;2;1;7;43;6;4;0;0;1;0;6;3;2;0
d__Viruses|o__Caudovirales|f__Siphoviridae|s__Propionibacterium_phage_PHL041;8;38;45;19;1;0;22;0;8;3;8;41;27;15;0;0;2;0;11;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae;24;40;75;64;38;31;35;33;53;86;51;41;57;24;26;40;5;35;74;106;46;11
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_testosteroni;18;28;24;7;2;2;0;0;8;2;3;40;40;15;1;1;1;1;6;5;1;8
d__Bacteria_2|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Cloacibacterium|s__Cloacibacterium_normanense;27;41;84;100;36;22;2;5;7;8;24;40;91;32;39;30;3;27;21;18;1;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_opacus;15;56;34;27;1;1;0;0;19;11;22;40;37;19;0;0;0;0;11;11;0;0
d__Viruses|o__Caudovirales|f__Siphoviridae|s__Propionibacterium_phage_PHL070;0;42;35;5;9;3;63;1;16;0;3;38;28;2;8;0;3;2;16;2;0;1
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_arachidis;17;60;41;22;0;0;0;0;6;8;25;38;25;21;0;0;0;0;19;14;164;74
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._CCBAU_51778;16;47;30;12;0;0;0;0;7;3;24;38;23;20;0;0;0;0;18;13;151;212
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._CCBAU_53338;9;30;17;18;0;0;0;0;4;3;10;38;19;8;0;0;0;0;9;3;88;36
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_anthina;8;31;15;17;0;0;0;0;6;3;17;38;14;14;0;0;0;0;7;8;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._CCBAU_51670;8;44;30;20;0;1;0;0;6;1;27;37;23;16;0;2;0;0;14;7;143;94
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._CCBAU_51765;17;30;30;17;0;2;2;0;5;8;13;37;37;14;0;1;0;0;6;6;128;37
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._oral_taxon_061;13;64;8;5;3;11;103;3;26;1;10;37;6;11;0;8;5;0;14;2;1;2
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp.;19;50;34;21;0;0;0;0;7;6;18;35;33;15;0;0;0;0;6;14;237;196
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._CCBAU_53340;13;32;19;7;0;0;0;0;7;2;13;35;18;18;0;0;0;0;7;2;75;42
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_pasteuri;3;65;13;2;0;0;0;0;3;12;1;35;13;0;0;0;0;0;2;4;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_pseudoalcaligenes;12;9;6;1;20;28;18;6;1;0;5;34;44;7;14;17;3;11;8;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_diazoefficiens;9;31;14;20;1;0;0;0;5;4;22;34;21;7;0;0;0;1;6;5;83;30
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Dolosigranulum|s__Dolosigranulum_pigrum;5;45;381;19;0;0;4;0;23;27;32;34;267;21;0;0;0;0;28;37;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii;12;48;13;2;0;0;11;0;7;0;12;34;10;6;0;0;1;0;2;6;1;0
d__Viruses|o__Caudovirales|f__Siphoviridae|s__Propionibacterium_phage_P101A;3;43;30;11;2;2;40;0;8;2;3;33;16;12;0;1;0;2;12;0;0;1
d__Viruses|o__Caudovirales|f__Siphoviridae|s__Propionibacterium_phage_PHL141;8;19;23;4;6;4;42;1;8;2;6;33;24;6;4;1;3;2;11;6;1;30
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_taxi;10;28;22;18;1;0;0;0;3;4;12;33;22;24;0;0;0;0;3;8;101;5
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_genosp._B;19;49;37;18;2;0;0;0;17;6;40;32;36;30;0;0;0;0;13;11;268;147
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis;7;45;25;5;0;1;4;0;12;2;13;32;15;4;0;2;0;0;3;3;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_sp._KBS0714;8;16;26;27;0;0;1;0;4;3;7;32;43;15;0;0;1;0;6;12;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_chocolatum;0;5;9;2;0;0;0;0;0;4;9;32;1;0;0;0;0;0;1;1;105;0
d__Viruses|o__Caudovirales|f__Siphoviridae|s__Propionibacterium_phage_P9.1;7;42;31;17;3;0;10;3;11;5;9;31;35;13;0;0;0;1;18;6;0;0
d__Viruses|o__Caudovirales|f__Siphoviridae|s__Propionibacterium_phage_PHL009;8;31;28;6;0;0;14;0;15;1;8;31;27;16;1;0;1;1;11;9;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp._LK11;15;25;14;15;0;1;0;0;7;3;28;31;21;11;0;0;0;0;5;5;16;21
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp._oral_taxon_169;4;15;29;11;1;0;13;1;6;0;3;31;15;17;1;0;0;0;8;1;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_aurimucosum;9;66;24;10;0;1;1;2;3;5;7;31;22;14;0;0;0;0;10;2;0;0
d__Viruses|o__Caudovirales|f__Siphoviridae|s__Propionibacterium_phage_ATCC29399B_C;7;32;27;14;1;1;9;0;5;1;11;30;24;7;1;0;0;0;13;6;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_oryzihabitans;2;28;38;4;2;1;0;0;6;3;2;30;47;4;0;1;0;1;9;3;31;18
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_fascians;13;54;23;17;0;1;1;0;12;1;3;30;22;8;1;2;0;0;5;12;828;310
d__Viruses|o__Caudovirales|f__Siphoviridae|s__Propionibacterium_phage_PAS50;8;22;27;12;0;0;0;0;10;2;13;29;15;14;0;0;1;0;3;3;0;0
d__Viruses|o__Caudovirales|f__Siphoviridae|s__Propionibacterium_phage_PHL113M01;10;28;42;16;0;1;22;0;13;1;9;28;24;14;3;3;1;0;13;5;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._23S2;12;43;28;14;0;0;0;0;7;2;11;28;33;17;0;0;0;0;10;5;266;44
d__Bacteria_2|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Tannerella|s__Tannerella_forsythia;4;3;3;0;2;7;10;8;3;0;3;28;0;5;2;3;0;7;3;2;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_diphtheriae;6;61;58;14;1;0;2;0;6;9;9;28;28;14;0;1;0;2;6;16;1;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_triatomae;9;23;25;10;0;0;0;1;4;5;8;28;20;14;0;0;0;0;6;7;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_libanensis;36;27;1;3;0;0;0;0;1;0;41;27;0;0;0;0;0;0;0;2;9;5
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._101S1MB;8;36;26;10;0;1;0;0;8;4;26;27;20;28;0;0;0;0;8;7;45;67
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sanxanigenens;11;30;17;9;0;1;0;0;3;2;14;27;25;10;0;0;0;2;5;8;9;4
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_fungorum;17;28;25;15;0;0;1;0;7;5;13;27;34;16;0;0;0;1;16;5;11;21
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._KBS0801;11;31;17;7;0;0;0;0;5;5;14;27;17;11;0;0;0;0;5;8;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp._CF8;1;4;3;3;0;0;0;0;2;1;9;27;3;0;0;0;1;0;4;0;16;3
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_vietnamiensis;13;37;22;14;0;0;0;0;7;12;34;26;18;18;0;0;0;0;7;8;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Defluviicoccus|s__Defluviicoccus_vanus;10;26;7;10;0;0;0;0;1;3;14;25;20;4;0;1;0;0;3;0;0;5
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_cloacae;9;20;16;21;1;0;0;0;11;5;27;25;34;9;0;0;0;0;7;5;15;15
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_avenae;6;15;8;2;0;1;0;0;4;2;26;25;5;10;1;0;0;0;5;6;5;5
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pseudopneumoniae;7;19;15;9;0;1;22;0;1;0;9;25;14;9;0;0;3;0;0;0;0;0
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_carnosum;4;90;5;0;0;0;2;0;1;1;0;24;6;0;2;0;0;0;1;0;1;0
d__Viruses|o__Caudovirales|f__Siphoviridae|s__Propionibacterium_phage_P100_1;2;20;18;14;0;1;2;0;7;2;7;23;19;10;0;0;0;0;7;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._CCGE-LA001;12;17;17;11;0;1;0;0;2;3;10;23;14;8;0;0;0;0;9;7;91;96
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii;2;16;5;2;0;0;40;0;2;0;10;23;1;0;0;1;8;0;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_stutzeri;18;57;46;70;211;245;109;115;41;22;47;22;50;17;206;190;48;121;42;57;4;76
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._63S1MB;5;19;15;17;0;0;0;0;6;2;12;22;15;14;0;0;0;0;4;9;122;65
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_diminuta;0;38;31;0;0;0;0;0;3;5;4;22;19;9;0;0;0;0;9;8;74;11
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._ChDC_B345;8;41;17;10;0;1;33;0;5;0;17;22;14;14;0;1;1;0;2;1;0;0
d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sediminis;0;1;1;0;0;0;0;1;0;0;1;22;0;0;0;0;0;0;0;0;6;0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalophilus|s__Methanohalophilus_halophilus;39;33;17;35;29154;30248;12336;11245;3;1;18;22;29;173;26723;28082;3693;13191;1;2;10;562
d__Viruses|o__Caudovirales|f__Siphoviridae|s__Propionibacterium_phage_PHL199;1;24;18;5;2;2;25;1;10;0;3;21;15;7;1;3;0;1;11;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._CCBAU_53363;8;26;8;18;0;1;0;1;5;0;15;21;14;11;0;0;0;0;10;5;99;24
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis;62;11;11;6;2;1;2;0;23;13;45;21;12;18;1;3;1;1;29;24;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_ananatis;11;24;32;22;0;1;2;3;7;23;11;20;19;8;0;1;0;1;9;21;1;1
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._WSM471;8;13;14;10;0;0;0;0;3;6;10;20;10;8;0;0;0;0;1;7;70;14
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_insulae;10;19;13;10;0;0;0;0;7;5;8;20;21;11;0;0;0;0;6;1;29;27
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_ubonensis;14;19;18;8;0;0;0;0;6;3;8;20;17;12;0;0;0;0;3;6;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_psychrotolerans;1;19;21;1;1;3;1;4;4;2;2;19;11;0;0;0;0;0;1;0;0;6
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_agglomerans;11;5;191;21;2;4;3;0;1;9;17;19;279;8;0;4;0;1;6;5;5;0
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata;6;15;31;7;3;1;29;1;4;0;33;19;13;2;2;4;0;4;2;0;0;0
d__Viruses|o__Caudovirales|f__Siphoviridae|s__Propionibacterium_phage_PHL132;0;24;25;0;5;0;39;1;12;0;0;18;8;1;0;0;3;1;6;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_koreensis;31;18;16;15;1;0;0;0;3;1;21;18;22;13;0;1;0;0;2;2;3;10
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_pyrrocinia;3;14;6;6;0;0;0;0;2;2;13;18;8;3;0;1;0;0;3;2;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_baumannii;12;31;19;4;4;0;0;1;3;4;13;17;17;25;0;2;0;2;6;2;20;11
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_chlororaphis;26;17;3;0;2;3;2;0;1;0;45;17;1;5;0;2;1;0;0;4;29;16
d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp._Cra20;2;15;15;11;0;0;0;0;2;1;11;17;10;10;0;0;0;0;6;3;50;63
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_xylosoxidans;20;88;28;5;3;3;6;3;36;11;10;17;29;19;3;4;2;3;3;14;3428;1988
d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Diaphorobacter|s__Diaphorobacter_sp._8604S-37;2;3;8;6;8;0;1;3;1;4;1;17;1;2;2;0;2;1;4;2;5;6
d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus;53;6;2;2;0;6;3;0;24;83;64;17;17;9;3;3;1;3;43;54;12;1
